# caida-sj12-opp-dim
# quelen-Q-W=10-4-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.94205                          0.99978                          0.97521                          0.9759                           0.99979                          
3.0                              0.82715                          0.99795                          0.91812                          0.92081                          0.99794                          
4.0                              0.70492                          0.99586                          0.85371                          0.85887                          0.99579                          
5.0                              0.59334                          0.9944                           0.78616                          0.79297                          0.99433                          
6.0                              0.50271                          0.99326                          0.72383                          0.73308                          0.99325                          
7.0                              0.43262                          0.99233                          0.669                            0.67991                          0.99236                          
8.0                              0.37884                          0.99156                          0.62393                          0.63561                          0.99163                          
9.0                              0.33679                          0.9909                           0.58348                          0.59652                          0.99099                          
10.0                             0.30311                          0.99027                          0.55066                          0.56476                          0.99044                          
11.0                             0.27555                          0.98983                          0.52328                          0.53742                          0.98993                          
12.0                             0.25259                          0.98929                          0.50055                          0.51487                          0.98843                          
13.0                             0.23316                          0.98888                          0.47998                          0.495                            0.98527                          
14.0                             0.21651                          0.98567                          0.4627                           0.47781                          0.98097                          
15.0                             0.20207                          0.98113                          0.44759                          0.46277                          0.97525                          
16.0                             0.18944                          0.97578                          0.43431                          0.44996                          0.96844                          
17.0                             0.1783                           0.96944                          0.42252                          0.43788                          0.96353                          
18.0                             0.1684                           0.96148                          0.41221                          0.42787                          0.95456                          
19.0                             0.15953                          0.95202                          0.40264                          0.41839                          0.94383                          
20.0                             0.15156                          0.94163                          0.3942                           0.40955                          0.93203                          
21.0                             0.14434                          0.92929                          0.38588                          0.40115                          0.92014                          
22.0                             0.13778                          0.91734                          0.37862                          0.39314                          0.90625                          
23.0                             0.13179                          0.90266                          0.37187                          0.38663                          0.89183                          
24.0                             0.1263                           0.88758                          0.3659                           0.38                             0.87648                          
25.0                             0.12125                          0.87261                          0.3599                           0.37358                          0.8615                           
26.0                             0.11658                          0.85641                          0.3541                           0.3682                           0.84432                          
27.0                             0.11227                          0.84012                          0.34936                          0.36299                          0.82991                          
28.0                             0.10826                          0.82192                          0.34483                          0.35815                          0.81227                          
29.0                             0.10452                          0.80646                          0.34037                          0.35305                          0.79599                          
30.0                             0.10104                          0.78863                          0.3369                           0.34815                          0.78185                          
