# caida-sj12-opp-dim
# quelen-Q-W=10-16-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              10.0                             3.0                              10.0                             10.0                             3.0                              
3.0                              10.0                             6.0                              11.0                             11.0                             7.0                              
4.0                              10.0                             8.0                              11.0                             11.0                             8.0                              
5.0                              10.0                             10.0                             12.0                             12.0                             10.0                             
6.0                              10.0                             10.0                             12.0                             12.0                             10.0                             
7.0                              10.0                             10.0                             13.0                             13.0                             10.0                             
8.0                              10.0                             10.0                             14.0                             14.0                             10.0                             
9.0                              10.0                             10.0                             15.0                             15.0                             10.0                             
10.0                             10.0                             10.0                             15.0                             15.0                             11.0                             
11.0                             10.0                             12.0                             16.0                             16.0                             12.0                             
12.0                             10.0                             13.0                             17.0                             17.0                             14.0                             
13.0                             10.0                             15.0                             17.0                             17.0                             16.0                             
14.0                             10.0                             16.0                             17.0                             17.0                             18.0                             
15.0                             10.0                             18.0                             18.0                             18.0                             20.0                             
16.0                             10.0                             21.0                             18.0                             18.0                             23.0                             
17.0                             10.0                             23.0                             18.0                             18.0                             25.0                             
18.0                             10.0                             26.0                             18.0                             18.0                             28.0                             
19.0                             10.0                             30.0                             18.0                             18.01                            31.0                             
20.0                             10.0                             34.0                             19.0                             19.0                             35.0                             
21.0                             10.0                             38.0                             19.0                             19.0                             39.0                             
22.0                             10.0                             43.0                             19.0                             19.0                             43.0                             
23.0                             10.0                             48.0                             19.0                             19.0                             47.0                             
24.0                             10.0                             53.0                             19.0                             20.0                             52.0                             
25.0                             10.0                             59.0                             19.0                             20.0                             58.0                             
26.0                             10.0                             64.0                             19.0                             20.0                             63.0                             
27.0                             10.0                             70.0                             20.0                             21.0                             68.0                             
28.0                             10.0                             77.0                             20.0                             21.0                             76.0                             
29.0                             10.0                             84.0                             20.0                             22.0                             81.0                             
30.0                             10.0                             90.01                            20.0                             22.0                             86.0                             
