             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       137          282          144          259          143          
sj-12        731          0            79           78           502          
imc1         0            0            0            0            0            
imc2         12           82           113          82           90           
mawi-15      38           60           50           131          38           
