             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           9            30           30           30           
sj-12        25           1            2            2            24           
imc1         18           2            11           5            15           
imc2         6            2            4            2            7            
mawi-15      22           1            14           3            15           
