             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       129          87           138          184          132          
sj-12        182          0            20           20           176          
imc1         171          18           100          49           134          
imc2         58           18           39           18           68           
mawi-15      194          0            126          29           134          
