             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       10           10           10           10           10           
sj-12        63           1            10           10           59           
imc1         37           10           18           11           22           
imc2         11           10           11           10           20           
mawi-15      38           1            30           12           32           
