# imc2-opp-dim
# quelen-Q-W=100-16-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              0.000132                         0.0                              0.0                              0.0                              0.0                              
3.0                              0.154022                         0.0                              0.0                              0.151258                         0.000114                         
4.0                              0.261706                         0.001152                         0.007002                         0.258334                         0.002538                         
5.0                              0.334714                         0.003424                         0.028156                         0.330832                         0.005464                         
6.0                              0.386838                         0.005464                         0.05643                          0.382618                         0.008616                         
7.0                              0.425802                         0.007824                         0.08543                          0.421362                         0.011386                         
8.0                              0.458152                         0.010228                         0.120688                         0.453466                         0.01386                          
9.0                              0.487106                         0.012694                         0.150944                         0.482092                         0.015936                         
10.0                             0.514906                         0.01494                          0.175932                         0.509716                         0.017632                         
11.0                             0.544306                         0.016984                         0.1976                           0.538612                         0.019136                         
12.0                             0.578102                         0.0189                           0.216446                         0.572086                         0.020492                         
13.0                             0.610738                         0.021302                         0.232832                         0.60473                          0.021886                         
14.0                             0.638562                         0.02505                          0.247432                         0.63256                          0.023644                         
15.0                             0.66266                          0.02954                          0.260588                         0.656658                         0.027046                         
16.0                             0.683752                         0.035448                         0.272296                         0.677734                         0.031004                         
17.0                             0.702346                         0.045586                         0.283962                         0.696338                         0.035228                         
18.0                             0.718882                         0.054798                         0.29444                          0.71288                          0.039482                         
19.0                             0.733682                         0.063534                         0.30434                          0.727676                         0.044162                         
20.0                             0.746994                         0.072674                         0.314648                         0.740986                         0.049402                         
21.0                             0.759046                         0.081846                         0.325168                         0.753034                         0.055602                         
22.0                             0.77                             0.092332                         0.336498                         0.763988                         0.067922                         
23.0                             0.780004                         0.103754                         0.347972                         0.773986                         0.081532                         
24.0                             0.789162                         0.115052                         0.358934                         0.783154                         0.09661                          
25.0                             0.797594                         0.126634                         0.370132                         0.791586                         0.111694                         
26.0                             0.805382                         0.138496                         0.381664                         0.79937                          0.126592                         
27.0                             0.812596                         0.150668                         0.392832                         0.806578                         0.141156                         
28.0                             0.81928                          0.162458                         0.403356                         0.813278                         0.154986                         
29.0                             0.825514                         0.173998                         0.413512                         0.819506                         0.167976                         
30.0                             0.831332                         0.185246                         0.423466                         0.825326                         0.18025                          
