# imc2-opp-dim
# quelen-Q-W=100-4-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              42.0                             2.0                              2.0                              42.0                             2.0                              
3.0                              100.0                            6.0                              49.0                             100.0                            45.0                             
4.0                              100.0                            100.0                            100.0                            100.0                            100.0                            
5.0                              100.0                            100.0                            102.0                            100.0                            100.0                            
6.0                              100.0                            100.0                            196.0                            101.0                            101.0                            
7.0                              100.0                            139.0                            199.0                            101.0                            133.0                            
8.0                              100.0                            173.0                            200.0                            103.0                            168.0                            
9.0                              100.0                            199.0                            208.0                            110.0                            197.0                            
10.0                             100.0                            199.0                            237.0                            112.0                            200.0                            
11.0                             100.0                            204.0                            262.0                            119.01                           201.0                            
12.0                             100.0                            224.0                            282.0                            123.0                            204.0                            
13.0                             100.0                            254.0                            286.0                            125.0                            229.0                            
14.0                             100.0                            276.0                            288.0                            128.0                            261.0                            
15.0                             100.0                            311.0                            296.0                            131.0                            302.0                            
16.0                             100.0                            339.0                            298.0                            134.0                            343.0                            
17.0                             100.0                            366.0                            299.0                            138.0                            378.0                            
18.0                             100.0                            386.0                            299.0                            141.0                            389.0                            
19.0                             100.0                            393.0                            299.0                            144.0                            394.0                            
20.0                             100.0                            396.0                            300.0                            147.0                            396.0                            
21.0                             100.0                            397.0                            300.0                            149.0                            397.0                            
22.0                             100.0                            397.0                            300.0                            152.0                            398.0                            
23.0                             100.0                            398.0                            300.0                            155.0                            398.0                            
24.0                             100.0                            398.0                            302.0                            157.0                            399.0                            
25.0                             100.0                            399.0                            309.0                            159.0                            399.0                            
26.0                             100.0                            399.0                            315.0                            161.0                            399.0                            
27.0                             100.0                            399.0                            323.0                            163.0                            399.0                            
28.0                             100.0                            399.0                            339.0                            164.0                            399.0                            
29.0                             100.0                            400.0                            355.0                            165.0                            400.0                            
30.0                             100.0                            400.0                            368.0                            167.0                            400.0                            
