# imc2-opp-dim
# quelen-Q-W=100-16-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              82.0                             1.0                              2                                82.0                             1.0                              
3.0                              299.0                            12                               75.01                            299.0                            88.0                             
4.0                              399.0                            241.0                            403.0                            400.0                            248.0                            
5.0                              499.0                            435.0                            512.0                            499.0                            426.14                           
6.0                              599.0                            544.0                            611.0                            599.0                            572.0                            
7.0                              699.0                            652.0                            711.0                            699.0                            675.0                            
8.0                              799.0                            784.0                            809.0                            799.0                            784.0                            
9.0                              899.0                            893.0                            909.0                            900.0                            891.23                           
10.0                             999.0                            992.0                            1008.0                           999.0                            992.0                            
11.0                             1099.0                           1090.72                          1109.0                           1100.0                           1094.0                           
12.0                             1199.0                           1188.0                           1208.0                           1199.0                           1194.0                           
13.0                             1299.0                           1291.0                           1308.0                           1300.0                           1296.0                           
14.0                             1399.0                           1394.0                           1408.0                           1399.0                           1397.0                           
15.0                             1499.0                           1497.0                           1507.0                           1499.0                           1496.0                           
16.0                             1599.0                           1597.0                           1599.0                           1599.0                           1596.0                           
17.0                             1699.0                           1698.0                           1706.0                           1699.0                           1699.0                           
18.0                             1799.0                           1799.0                           1807.0                           1800.0                           1799.0                           
19.0                             1899.0                           1899.0                           1906.0                           1899.0                           1900.0                           
20.0                             1999.0                           1999.0                           2006.0                           2000.0                           1999.0                           
21.0                             2099.0                           2099.0                           2106.0                           2099.0                           2101.02                          
22.0                             2199.0                           2199.0                           2205.0                           2200.0                           2201.0                           
23.0                             2299.0                           2300.0                           2306.0                           2299.0                           2302.0                           
24.0                             2399.0                           2399.0                           2405.0                           2399.0                           2400.0                           
25.0                             2499.0                           2500.0                           2505.0                           2499.0                           2501.0                           
26.0                             2599.0                           2600.0                           2605.0                           2599.0                           2601.0                           
27.0                             2699.0                           2700.0                           2705.0                           2700.0                           2701.0                           
28.0                             2799.0                           2800.0                           2805.0                           2799.0                           2801.0                           
29.0                             2899.0                           2900.0                           2904.0                           2900.0                           2901.0                           
30.0                             2999.0                           3000.0                           3006.0                           2999.0                           3001.0                           
