# imc2-opp-dim
# quelen-Q-W=100-4-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              82.0                             1.0                              2.0                              82.0                             1.0                              
3.0                              299.0                            12                               117.0                            299.0                            98.46                            
4.0                              399.0                            241.0                            367.19                           399.0                            254.48                           
5.0                              499.0                            416.0                            489.0                            499.0                            440.0                            
6.0                              599.0                            539.0                            586.0                            599.0                            547.0                            
7.0                              699.0                            640.13                           682.0                            699.0                            654.0                            
8.0                              799.0                            770.0                            787.0                            799.0                            774.0                            
9.0                              899.0                            869.0                            888.0                            899.0                            879.0                            
10.0                             999.0                            960.0                            985.0                            999.0                            971.0                            
11.0                             1099.0                           1061.0                           1086.0                           1099.0                           1063.0                           
12.0                             1199.0                           1156.0                           1192.0                           1199.0                           1174.0                           
13.0                             1299.0                           1258.0                           1296.0                           1299.0                           1283.0                           
14.0                             1399.0                           1390.0                           1396.0                           1399.0                           1385.0                           
15.0                             1499.0                           1496.0                           1496.0                           1500.0                           1487.0                           
16.0                             1599.0                           1596.0                           1596.0                           1599.0                           1589.0                           
17.0                             1699.0                           1697.0                           1697.0                           1699.0                           1692.0                           
18.0                             1799.0                           1798.0                           1798.0                           1799.0                           1795.0                           
19.0                             1899.0                           1899.0                           1899.0                           1900.0                           1896.0                           
20.0                             1999.0                           1998.0                           1998.0                           1999.0                           1995.0                           
21.0                             2099.0                           2099.0                           2100.0                           2100.0                           2097.0                           
22.0                             2199.0                           2199.0                           2199.0                           2199.0                           2198.0                           
23.0                             2299.0                           2299.0                           2300.0                           2300.0                           2298.0                           
24.0                             2399.0                           2399.0                           2399.0                           2399.0                           2398.0                           
25.0                             2499.0                           2499.0                           2499.0                           2500.0                           2499.0                           
26.0                             2599.0                           2599.0                           2600.0                           2600.0                           2599.0                           
27.0                             2699                             2699.0                           2700.0                           2699.0                           2699.0                           
28.0                             2799.0                           2799.0                           2799.0                           2799.0                           2799.0                           
29.0                             2899.0                           2900.0                           2900.0                           2899.0                           2900.0                           
30.0                             2999.0                           2998.0                           2999.0                           2999.0                           2999.0                           
