# imc2-opp-dim
# quelen-Q-W=100-4-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              0.000132                         0.0                              0.0                              0.0                              0.0                              
3.0                              0.154022                         0.0                              0.0                              0.151318                         0.00027                          
4.0                              0.261706                         0.00135                          0.00727                          0.258376                         0.002838                         
5.0                              0.334714                         0.004142                         0.030586                         0.330968                         0.006502                         
6.0                              0.386838                         0.007388                         0.062406                         0.38278                          0.009926                         
7.0                              0.425802                         0.010326                         0.098018                         0.421564                         0.012962                         
8.0                              0.458152                         0.013246                         0.135654                         0.453624                         0.015856                         
9.0                              0.487106                         0.016314                         0.171242                         0.48229                          0.019048                         
10.0                             0.514906                         0.019414                         0.200196                         0.50995                          0.022286                         
11.0                             0.544306                         0.022988                         0.22425                          0.538894                         0.026782                         
12.0                             0.578102                         0.029108                         0.244674                         0.572372                         0.031824                         
13.0                             0.610738                         0.03654                          0.263078                         0.605042                         0.040448                         
14.0                             0.638562                         0.044612                         0.279678                         0.632904                         0.050996                         
15.0                             0.66266                          0.052862                         0.294744                         0.657002                         0.063208                         
16.0                             0.683752                         0.065106                         0.308512                         0.67811                          0.078712                         
17.0                             0.702346                         0.081804                         0.321538                         0.696704                         0.096584                         
18.0                             0.718882                         0.107676                         0.333554                         0.713234                         0.115072                         
19.0                             0.733682                         0.140748                         0.345088                         0.728052                         0.136092                         
20.0                             0.746994                         0.176668                         0.358118                         0.741352                         0.155728                         
21.0                             0.759046                         0.213596                         0.371744                         0.753394                         0.177012                         
22.0                             0.77                             0.251772                         0.386874                         0.764384                         0.198144                         
23.0                             0.780004                         0.283262                         0.401554                         0.774404                         0.22055                          
24.0                             0.789162                         0.310716                         0.415674                         0.78356                          0.244668                         
25.0                             0.797594                         0.337084                         0.429824                         0.791978                         0.26703                          
26.0                             0.805382                         0.359594                         0.443178                         0.799784                         0.288602                         
27.0                             0.812596                         0.38097                          0.456398                         0.806988                         0.308806                         
28.0                             0.81928                          0.398224                         0.468762                         0.813676                         0.327514                         
29.0                             0.825514                         0.4163                           0.480238                         0.819904                         0.345538                         
30.0                             0.831332                         0.432392                         0.491896                         0.82572                          0.36214                          
