# imc2-opp-dim
# quelen-Q-W=100-8-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              42.0                             2.0                              2.0                              42.0                             2.0                              
3.0                              100.0                            5.0                              45.0                             100.0                            40.0                             
4.0                              100.0                            100.0                            100.0                            100.0                            100.0                            
5.0                              100.0                            100.0                            103.0                            100.0                            100.0                            
6.0                              100.0                            100.0                            196.0                            101.0                            101.0                            
7.0                              100.0                            139.0                            199.0                            101.0                            132.0                            
8.0                              100.0                            173.0                            200.0                            103.0                            165.0                            
9.0                              100.0                            199.0                            203.0                            109.01                           192.0                            
10.0                             100.0                            199.0                            231.0                            112.0                            199.0                            
11.0                             100.0                            200.0                            253.0                            119.0                            200.0                            
12.0                             100.0                            200.0                            268.0                            123.0                            204.0                            
13.0                             100.0                            225.0                            283.0                            125.0                            207.0                            
14.0                             100.0                            244.0                            291.0                            128.0                            216.0                            
15.0                             100.0                            260.0                            295.0                            131.0                            230.0                            
16.0                             100.0                            276.0                            297.0                            134.0                            243.0                            
17.0                             100.0                            290.0                            298.0                            138.0                            262.0                            
18.0                             100.0                            307.0                            299.0                            140.0                            278.0                            
19.0                             100.0                            325.0                            300.0                            144.0                            326.0                            
20.0                             100.0                            346.0                            300.0                            147.0                            357.0                            
21.0                             100.0                            400.0                            300.0                            149.0                            412.0                            
22.0                             100.0                            453.0                            301.0                            152.0                            520.0                            
23.0                             100.0                            514.0                            301.0                            155.0                            541.0                            
24.0                             100.0                            572.0                            301.0                            157.0                            580.0                            
25.0                             100.0                            624.0                            305.0                            159.0                            625.0                            
26.0                             100.0                            683.0                            310.0                            161.0                            675.0                            
27.0                             100.0                            757.0                            315.0                            163.0                            683.0                            
28.0                             100.0                            773.0                            318.0                            164.0                            713.0                            
29.0                             100.0                            782.0                            322.0                            165.0                            756.0                            
30.0                             100.0                            786.0                            326.0                            167.0                            775.0                            
