# caida-chi15-opp-dim
# quelen-Q-W=10-4-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              5                                2.0                              2.0                              2.0                              2.0                              
3.0                              11.0                             3.0                              3.0                              4.0                              3.0                              
4.0                              18.0                             5.0                              6.0                              6.0                              5.0                              
5.0                              28.0                             8.0                              8.0                              8.0                              8.0                              
6.0                              43.0                             10.0                             10.0                             10.0                             10.0                             
7.0                              60.0                             12.0                             12.0                             12.0                             12.0                             
8.0                              74.0                             14.0                             14.0                             14.0                             14.0                             
9.0                              87.0                             16.0                             16.0                             16.0                             16.0                             
10.0                             98.0                             18.0                             18.0                             18.0                             18.0                             
11.0                             109.0                            20.0                             20.0                             22.0                             20.0                             
12.0                             119.0                            22.0                             23.0                             28.0                             22.0                             
13.0                             129.0                            26.0                             26.0                             33.0                             26.0                             
14.0                             139.0                            31.0                             31.0                             38.0                             32.0                             
15.0                             149.0                            36.0                             36.0                             42.0                             37.0                             
16.0                             159.0                            41.0                             41.0                             46.0                             41.0                             
17.0                             169.0                            45.0                             45.0                             53.0                             46.0                             
18.0                             179.0                            50.0                             50.0                             61.0                             50.0                             
19.0                             189.0                            54.0                             54.0                             69.0                             54.0                             
20.0                             199.0                            57.0                             58.0                             75.0                             59.0                             
21.0                             209.0                            64.0                             65.0                             82.0                             66.0                             
22.0                             219.0                            71.0                             72.0                             90.0                             73.0                             
23.0                             229.0                            79.0                             80.89                            98.0                             81.0                             
24.0                             239.0                            87.0                             89.0                             108.65                           89.0                             
25.0                             249.0                            95.0                             97.0                             119.0                            97.0                             
26.0                             259.0                            102.0                            105.0                            130.0                            105.0                            
27.0                             269.0                            111.0                            112.0                            140.0                            114.0                            
28.0                             279.0                            120.0                            122.0                            152.0                            123.0                            
29.0                             289.0                            129.0                            133.0                            167.0                            132.0                            
30.0                             299.0                            142.0                            148.0                            184.0                            143.0                            
