# caida-chi15-opp-dim
# quelen-Q-W=10-16-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              3.0                              1.0                              2.0                              2.0                              
3.0                              4.0                              2.0                              2.0                              2.0                              
4.0                              5.0                              2.0                              2.0                              2.0                              
5.0                              6.0                              2.0                              2.0                              2.0                              
6.0                              8.0                              2.0                              2.0                              2.0                              
7.0                              10.0                             2.0                              2.0                              2.0                              
8.0                              10.0                             2.0                              2.0                              2.0                              
9.0                              10.0                             2.0                              2.0                              3.0                              
10.0                             10.0                             3.0                              3.0                              3.0                              
11.0                             10.0                             3.0                              3.0                              3.0                              
12.0                             10.0                             3.0                              3.0                              3.0                              
13.0                             10.0                             3.0                              3.0                              3.0                              
14.0                             10.0                             3.0                              3.0                              4.0                              
15.0                             10.0                             3.0                              4.0                              4.0                              
16.0                             10.0                             4.0                              4.0                              4.0                              
17.0                             10.0                             4.0                              4.0                              5.0                              
18.0                             10.0                             4.0                              4.0                              5.0                              
19.0                             10.0                             4.0                              5.0                              5.0                              
20.0                             10.0                             5.0                              5.0                              5.0                              
21.0                             10.0                             5.0                              5.0                              6.0                              
22.0                             10.0                             5.0                              5.0                              6.0                              
23.0                             10.0                             5.0                              6.0                              6.0                              
24.0                             10.0                             6.0                              6.0                              7.0                              
25.0                             10.0                             6.0                              6.0                              7.0                              
26.0                             10.0                             6.0                              6.0                              7.0                              
27.0                             10.0                             6.0                              6.0                              7.0                              
28.0                             10.0                             6.0                              7.0                              8.0                              
29.0                             10.0                             7.0                              7.0                              9.0                              
30.0                             10.0                             7.0                              7.0                              9.0                              
