# caida-chi15-opp-dim
# quelen-Q-W=10-16-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              6e-05                            1.81e-05                         1.81e-05                         2e-05                            1.81e-05                         
3.0                              0.00027                          9e-05                            9e-05                            9.81e-05                         9.81e-05                         
4.0                              0.0004781                        0.00016                          0.0001681                        0.00017                          0.00016                          
5.0                              0.0008481                        0.0002181                        0.0002162                        0.0002181                        0.0002081                        
6.0                              0.0018272                        0.0002543                        0.0002581                        0.0002643                        0.00025                          
7.0                              0.0040344                        0.0002862                        0.0003124                        0.0003024                        0.0002962                        
8.0                              0.0088196                        0.0003343                        0.0003543                        0.0003543                        0.0003443                        
9.0                              0.018159                         0.0003581                        0.0003943                        0.0003943                        0.0003843                        
10.0                             0.0397844                        0.0004005                        0.0004286                        0.0004286                        0.0004186                        
11.0                             0.0770173                        0.0004343                        0.0004705                        0.0004643                        0.0004505                        
12.0                             0.1263362                        0.0004643                        0.0005086                        0.0004962                        0.0004824                        
13.0                             0.1830072                        0.0005043                        0.0005791                        0.0005462                        0.0005305                        
14.0                             0.2393409                        0.00053                          0.0006172                        0.0005743                        0.0005824                        
15.0                             0.2898726                        0.0005924                        0.0006753                        0.0006343                        0.0006186                        
16.0                             0.3342357                        0.0006105                        0.0006934                        0.0006705                        0.0006386                        
17.0                             0.3733887                        0.0006462                        0.0007434                        0.0007024                        0.0006805                        
18.0                             0.4081905                        0.0006581                        0.0007896                        0.0007324                        0.0007124                        
19.0                             0.4393326                        0.0006824                        0.0008258                        0.0007805                        0.0007548                        
20.0                             0.4673613                        0.00073                          0.000862                         0.0008167                        0.0007848                        
21.0                             0.4927181                        0.0007781                        0.0009177                        0.0008529                        0.0008486                        
22.0                             0.515773                         0.0008386                        0.0009553                        0.0008848                        0.0008843                        
23.0                             0.5368249                        0.0008929                        0.000991                         0.0009467                        0.0009281                        
24.0                             0.5561138                        0.0009415                        0.0010348                        0.0009743                        0.0009843                        
25.0                             0.5738723                        0.0010139                        0.0010605                        0.0010243                        0.0010367                        
26.0                             0.5902567                        0.0010744                        0.0011043                        0.0010762                        0.0011048                        
27.0                             0.605427                         0.0011087                        0.0011462                        0.0011381                        0.0011491                        
28.0                             0.6195158                        0.001163                         0.0011981                        0.0012772                        0.0011991                        
29.0                             0.6326305                        0.0012373                        0.0012343                        0.0014082                        0.0012534                        
30.0                             0.6448763                        0.0012816                        0.0012824                        0.0015487                        0.0013015                        
