# caida-chi15-opp-dim
# quelen-Q-W=10-16-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.99991                          0.99994                          0.99994                          0.99994                          0.99995                          
3.0                              0.99968                          0.99987                          0.99988                          0.99988                          0.99988                          
4.0                              0.99931                          0.99981                          0.9998                           0.99981                          0.9998                           
5.0                              0.99887                          0.99972                          0.99972                          0.99973                          0.99972                          
6.0                              0.99791                          0.99968                          0.99964                          0.99964                          0.99968                          
7.0                              0.99486                          0.99958                          0.99957                          0.99956                          0.9996                           
8.0                              0.98677                          0.99952                          0.9995                           0.9995                           0.99953                          
9.0                              0.97295                          0.99946                          0.99944                          0.99944                          0.99948                          
10.0                             0.94692                          0.99941                          0.99938                          0.99937                          0.99942                          
11.0                             0.90446                          0.99937                          0.99934                          0.99932                          0.99939                          
12.0                             0.84883                          0.9993                           0.99927                          0.99925                          0.99932                          
13.0                             0.79008                          0.99925                          0.99925                          0.99918                          0.99927                          
14.0                             0.735                            0.99917                          0.99919                          0.99915                          0.99923                          
15.0                             0.6861                           0.99911                          0.99915                          0.99909                          0.99918                          
16.0                             0.64323                          0.99904                          0.99911                          0.99904                          0.99914                          
17.0                             0.6054                           0.999                            0.99906                          0.99898                          0.99908                          
18.0                             0.57177                          0.99896                          0.99903                          0.99896                          0.99906                          
19.0                             0.54168                          0.9989                           0.99898                          0.99892                          0.99901                          
20.0                             0.51459                          0.99885                          0.99891                          0.99887                          0.99894                          
21.0                             0.49009                          0.99876                          0.99882                          0.99878                          0.99889                          
22.0                             0.46781                          0.99869                          0.99877                          0.99874                          0.99883                          
23.0                             0.44747                          0.99861                          0.99871                          0.99867                          0.99878                          
24.0                             0.42883                          0.99855                          0.99866                          0.99859                          0.99871                          
25.0                             0.41167                          0.99848                          0.99859                          0.99851                          0.99864                          
26.0                             0.39584                          0.99842                          0.99851                          0.99846                          0.99857                          
27.0                             0.38118                          0.99835                          0.99848                          0.9984                           0.9985                           
28.0                             0.36757                          0.99828                          0.99839                          0.9983                           0.99844                          
29.0                             0.35489                          0.99819                          0.99836                          0.99827                          0.99836                          
30.0                             0.34306                          0.99816                          0.9983                           0.99819                          0.9983                           
