# caida-chi15-opp-dim
# quelen-Q-W=10-8-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              6e-05                            1e-05                            1e-05                            2e-05                            2.62e-05                         
3.0                              0.00027                          9.81e-05                         9.81e-05                         0.0001                           0.00011                          
4.0                              0.0004781                        0.00017                          0.0001762                        0.00017                          0.00016                          
5.0                              0.0008481                        0.00023                          0.0002181                        0.0002181                        0.0002162                        
6.0                              0.0018272                        0.0002762                        0.00026                          0.0002643                        0.00027                          
7.0                              0.0040344                        0.0003081                        0.0003224                        0.0003143                        0.0003162                        
8.0                              0.0088196                        0.00035                          0.0003643                        0.0003562                        0.0003643                        
9.0                              0.018159                         0.0003781                        0.0004205                        0.0003962                        0.0004043                        
10.0                             0.0397844                        0.0004162                        0.0004629                        0.0004405                        0.0004505                        
11.0                             0.0770173                        0.00045                          0.0005129                        0.0004843                        0.0004824                        
12.0                             0.1263362                        0.0004781                        0.0005591                        0.0005243                        0.0005143                        
13.0                             0.1830072                        0.0005281                        0.0006558                        0.0005824                        0.0005624                        
14.0                             0.2393409                        0.0005681                        0.0006958                        0.0006124                        0.0006186                        
15.0                             0.2898726                        0.0006386                        0.000752                         0.0006743                        0.0006667                        
16.0                             0.3342357                        0.0006705                        0.0007863                        0.0007186                        0.0007067                        
17.0                             0.3733887                        0.0007081                        0.0008382                        0.0007524                        0.0007467                        
18.0                             0.4081905                        0.0007362                        0.0009006                        0.0008086                        0.000811                         
19.0                             0.4393326                        0.0007724                        0.000953                         0.0008667                        0.0008591                        
20.0                             0.4673613                        0.00083                          0.0009963                        0.0008986                        0.0009334                        
21.0                             0.4927181                        0.0008924                        0.001062                         0.0009429                        0.0009929                        
22.0                             0.515773                         0.0009586                        0.0011177                        0.0010191                        0.0010524                        
23.0                             0.5368249                        0.0010353                        0.001181                         0.0010724                        0.0011                           
24.0                             0.5561138                        0.0010834                        0.0012086                        0.0011305                        0.0011643                        
25.0                             0.5738723                        0.0011701                        0.0012624                        0.0011762                        0.0012143                        
26.0                             0.5902567                        0.0012544                        0.0013081                        0.0012681                        0.0012762                        
27.0                             0.605427                         0.001333                         0.0013724                        0.0014162                        0.0013362                        
28.0                             0.6195158                        0.0013973                        0.0014505                        0.0016062                        0.0013781                        
29.0                             0.6326305                        0.0015283                        0.0015148                        0.001791                         0.0014362                        
30.0                             0.6448763                        0.0015788                        0.0015786                        0.0019143                        0.0014781                        
