# caida-chi15-opp-dim
# quelen-Q-W=10-8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              5.0                              2.0                              2.0                              2.0                              2.0                              
3.0                              11.0                             3.0                              3.0                              4.0                              3.0                              
4.0                              18.0                             5.0                              5.0                              6.0                              5.0                              
5.0                              28.0                             7.0                              7.0                              8.0                              7.0                              
6.0                              43.0                             9.0                              9.0                              10.0                             9.0                              
7.0                              60.0                             11.0                             12.0                             12.0                             12.0                             
8.0                              74.0                             14.0                             14.0                             14.0                             14.0                             
9.0                              87.0                             16.0                             16.0                             16.0                             16.0                             
10.0                             98.0                             18.0                             18.0                             18.0                             18.0                             
11.0                             109.0                            20.0                             20.0                             21.0                             20.0                             
12.0                             119.0                            22.0                             22.0                             24.0                             22.0                             
13.0                             129.0                            24.0                             24.0                             29.0                             24.0                             
14.0                             139.0                            26.0                             26.0                             34.0                             27.0                             
15.0                             149.0                            30.0                             30.0                             40.0                             31.0                             
16.0                             159.0                            35.0                             36.0                             44.0                             36.0                             
17.0                             169.0                            40.0                             40.0                             48.0                             41.0                             
18.0                             179.0                            45.0                             45.0                             53.0                             46.0                             
19.0                             189.0                            50.0                             50.0                             60.0                             51.0                             
20.0                             199.0                            54.17                            55.0                             67.0                             55.0                             
21.0                             209.0                            59.0                             59.0                             75.0                             60.0                             
22.0                             219.0                            63.0                             64.0                             83.0                             64.36                            
23.0                             229.0                            69.0                             69.0                             90.0                             70.0                             
24.0                             239.0                            75.49                            76.0                             99                               78.0                             
25.0                             249.0                            82.0                             83.0                             111.0                            87.0                             
26.0                             259.0                            91.0                             90.0                             121.0                            96.0                             
27.0                             269.0                            99.0                             98.0                             133.0                            104.0                            
28.0                             279.0                            108.0                            106.0                            152.0                            112.0                            
29.0                             289.0                            117.0                            120.0                            169.0                            122.0                            
30.0                             299.0                            129.0                            138.0                            184.0                            132.0                            
