             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       14           100          13           28           13           
sj-12        513          90           100          100          476          
imc1         271          100          210          104          248          
imc2         244          42           100          42           216          
mawi-15      179          100          276          115          299          
