             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       137          995          144          259          143          
sj-12        1886         171          290          292          2091         
imc1         2100         398          1729         797          2100         
imc2         1391         82           387          82           1389         
mawi-15      2057         379          2732         883          2669         
