             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       142          87           148          184          143          
sj-12        86           0            19           20           80           
imc1         105          18           79           49           82           
imc2         57           18           38           18           57           
mawi-15      102          0            85           29           89           
