             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       10           10           10           11           10           
sj-12        34           1            10           10           30           
imc1         20           10           16           11           17           
imc2         12           10           10           10           14           
mawi-15      27           1            25           12           27           
