             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       18           36           18           35           17           
sj-12        101          1            44           42           95           
imc1         1            1            1            1            1            
imc2         6            42           49           42           45           
mawi-15      17           31           22           43           18           
