             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       175          842          192          320          186          
sj-12        1086         171          285          283          1019         
imc1         213          230          238          231          199          
imc2         539          82           367          82           440          
mawi-15      1679         379          1335         572          1586         
