# imc1-opp-dim
# quelen-Q-W=100-4-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              80.0                             72.0                             70.01                            73.0                             70.0                             
3.0                              100.0                            97.0                             97.0                             98.0                             97.0                             
4.0                              100.0                            100.0                            100.0                            100.0                            100.0                            
5.0                              100.0                            100.0                            100.0                            100.0                            100.0                            
6.0                              100.0                            100.0                            100.0                            100.0                            100.0                            
7.0                              100.0                            100.0                            100.0                            101.0                            100.0                            
8.0                              100.0                            100.0                            100.0                            104.0                            100.0                            
9.0                              100.0                            100.0                            100.0                            115.0                            100.0                            
10.0                             100.0                            100.0                            100.0                            129.0                            100.0                            
11.0                             100.0                            100.0                            100.0                            159.0                            100.0                            
12.0                             100.0                            100.0                            100.0                            193.0                            100.0                            
13.0                             100.0                            104.0                            113.0                            198.0                            100.0                            
14.0                             100.0                            115.0                            129.0                            200.0                            103.0                            
15.0                             100.0                            122.0                            154.0                            200.0                            110.0                            
16.0                             100.0                            132.0                            181.0                            200.0                            125.0                            
17.0                             100.0                            173.01                           194.0                            200.0                            137.0                            
18.0                             100.0                            202.0                            210.0                            201.0                            150.0                            
19.0                             100.0                            225.0                            234.0                            208.0                            190.0                            
20.0                             100.0                            244.0                            254.0                            225.0                            217.0                            
21.0                             100.0                            259.0                            266.01                           243.0                            254.0                            
22.0                             100.0                            283.0                            278.0                            255.0                            279.0                            
23.0                             100.0                            291.0                            293.0                            272.0                            289.0                            
24.0                             100.0                            297.0                            298.0                            285.0                            294.0                            
25.0                             100.0                            300.0                            304.0                            289.0                            297.0                            
26.0                             100.0                            301.0                            314.0                            291.0                            299.0                            
27.0                             100.0                            303.0                            326.0                            293.0                            300.0                            
28.0                             100.0                            306.0                            331.0                            294.0                            301.0                            
29.0                             100.0                            308.0                            338.0                            296.0                            304.0                            
30.0                             100.0                            311.0                            346.0                            296.0                            307.0                            
