# imc1-opp-dim
# quelen-Q-W=100-8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              129.0                            112.0                            111.0                            116.0                            110.23                           
3.0                              230.0                            175.0                            184.0                            197.0                            175.14                           
4.0                              398.0                            198.0                            217.68                           231.97                           190.49                           
5.0                              499.0                            216.64                           236.93                           396.0                            202.0                            
6.0                              599.0                            212.0                            239.43                           585.0                            203.12                           
7.0                              699.0                            232.0                            244.0                            700.0                            221.0                            
8.0                              799.0                            243.27                           276.0                            797.0                            236.0                            
9.0                              899.0                            223.02                           270.36                           902.0                            209.8                            
10.0                             999.0                            527.0                            269.0                            1001.0                           204.0                            
11.0                             1099.0                           781.0                            302.0                            1101.0                           222.0                            
12.0                             1199.0                           915.95                           344.0                            1201.0                           250.0                            
13.0                             1299.0                           983.6                            431.0                            1301.0                           376.84                           
14.0                             1399.0                           1004.71                          574.0                            1401.0                           685.0                            
15.0                             1499.0                           1032.43                          774.0                            1501.0                           873.0                            
16.0                             1599.0                           1054.06                          1093.0                           1599.0                           1131.0                           
17.0                             1699.0                           1313.0                           1368.0                           1701.0                           1299.0                           
18.0                             1799.0                           1624.92                          1529.0                           1801.0                           1532.22                          
19.0                             1899.0                           1890.0                           1729.17                          1900.0                           1716.97                          
20.0                             1999.0                           1995.0                           1986.0                           2000.0                           1997.0                           
21.0                             2099.0                           2100.0                           2096.0                           2100.0                           2100.0                           
22.0                             2199.0                           2200.0                           2197.0                           2200.0                           2201.0                           
23.0                             2299.0                           2301.0                           2298.0                           2300.0                           2301                             
24.0                             2399.0                           2399.0                           2397.0                           2399.0                           2399.0                           
25.0                             2499.0                           2501.0                           2498.0                           2500.0                           2501.0                           
26.0                             2599.0                           2600.0                           2598.0                           2600.0                           2601.0                           
27.0                             2699.0                           2701.0                           2698.0                           2700.0                           2701.0                           
28.0                             2799.0                           2800.0                           2798.0                           2800.0                           2801.0                           
29.0                             2899.0                           2900.0                           2898.0                           2901.0                           2901.0                           
30.0                             2999.0                           3000.0                           2998.0                           3001.0                           3001.0                           
