# imc2-opp
# Q-W=4-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              42.0                             2.0                              2.0                              42.0                             2.0                              
3.0                              16813.0                          6.0                              49.0                             16777.0                          45.0                             
4.0                              26237.0                          138.01                           1565.0                           26196.0                          142.0                            
5.0                              ?                                258.0                            3588.0                           ?                                262.0                            
6.0                              ?                                353.01                           5072.0                           ?                                368.01                           
7.0                              ?                                463.0                            9124.0                           ?                                489.0                            
8.0                              ?                                599.0                            12802.0                          ?                                655.01                           
9.0                              ?                                821.01                           16353.01                         ?                                946.01                           
10.0                             ?                                1107.0                           19094.0                          ?                                1198.0                           
11.0                             ?                                1377.0                           ?                                ?                                1431.0                           
12.0                             ?                                1641.0                           ?                                ?                                1695.0                           
13.0                             ?                                1920.0                           ?                                ?                                2160.01                          
14.0                             ?                                2198.0                           ?                                ?                                2521.0                           
15.0                             ?                                2613.0                           ?                                ?                                2868.0                           
16.0                             ?                                3621.0                           ?                                ?                                ?                                
17.0                             ?                                ?                                ?                                ?                                ?                                
18.0                             ?                                ?                                ?                                ?                                ?                                
19.0                             ?                                ?                                ?                                ?                                ?                                
20.0                             ?                                ?                                ?                                ?                                ?                                
21.0                             ?                                ?                                ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
