# imc2-opp
# Q-W=4-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              82.0                             1.0                              2                                82.0                             1.0                              
3.0                              50348.09                         12                               117.0                            50241.0                          106.0                            
4.0                              104808.9                         304.0                            5147.34                          104621.23                        358.0                            
5.0                              ?                                647.0                            15472.0                          ?                                842.0                            
6.0                              ?                                1004.06                          25933.5                          ?                                1487.0                           
7.0                              ?                                2026.0                           36775.0                          ?                                2557.02                          
8.0                              ?                                3507.12                          52758.64                         ?                                3853.1                           
9.0                              ?                                5127.1                           74446.14                         ?                                6507.48                          
10.0                             ?                                7990.06                          95265.0                          ?                                8929.13                          
11.0                             ?                                11231.16                         ?                                ?                                11416.45                         
12.0                             ?                                14472.09                         ?                                ?                                14280.6                          
13.0                             ?                                17978                            ?                                ?                                17065.87                         
14.0                             ?                                21929.0                          ?                                ?                                20238.88                         
15.0                             ?                                28689.0                          ?                                ?                                25808.93                         
16.0                             ?                                35986.85                         ?                                ?                                ?                                
17.0                             ?                                ?                                ?                                ?                                ?                                
18.0                             ?                                ?                                ?                                ?                                ?                                
19.0                             ?                                ?                                ?                                ?                                ?                                
20.0                             ?                                ?                                ?                                ?                                ?                                
21.0                             ?                                ?                                ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
