# imc2-opp
# Q-W=16-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              82.0                             1.0                              2.0                              82.0                             1.0                              
3.0                              50348.09                         12                               75.01                            50241.0                          89.0                             
4.0                              104808.9                         304.0                            5292.1                           104634.23                        314.0                            
5.0                              ?                                722.02                           15224.93                         ?                                724.02                           
6.0                              ?                                999.02                           25500.0                          ?                                1209.03                          
7.0                              ?                                1759.02                          36567.99                         ?                                2030.1                           
8.0                              ?                                2648.14                          52615.0                          ?                                3025.0                           
9.0                              ?                                3517.06                          73754.0                          ?                                4166.07                          
10.0                             ?                                5400.14                          94640.0                          ?                                5089.09                          
11.0                             ?                                7573.12                          ?                                ?                                7013.88                          
12.0                             ?                                9924.08                          ?                                ?                                9492.52                          
13.0                             ?                                12605.12                         ?                                ?                                12490.2                          
14.0                             ?                                15382.45                         ?                                ?                                15437.0                          
15.0                             ?                                20821.47                         ?                                ?                                20927.02                         
16.0                             ?                                29046.97                         ?                                ?                                26564.0                          
17.0                             ?                                44161.92                         ?                                ?                                32611.7                          
18.0                             ?                                68643.94                         ?                                ?                                38874.28                         
19.0                             ?                                95680.0                          ?                                ?                                45033.69                         
20.0                             ?                                114268.52                        ?                                ?                                51190.0                          
21.0                             ?                                132278                           ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
