# imc2-opp
# Q-W=4-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              42.0                             1.0                              2.0                              42.0                             1.0                              
3.0                              16813.0                          5.0                              49.0                             16777.0                          45.0                             
4.0                              26237.0                          138.0                            1564.0                           26196.0                          140.0                            
5.0                              ?                                258.0                            3587.0                           ?                                262.0                            
6.0                              ?                                353.0                            5070.0                           ?                                368.0                            
7.0                              ?                                433.0                            6193.0                           ?                                474.01                           
8.0                              ?                                592.0                            7737.0                           ?                                639.0                            
9.0                              ?                                761.0                            9578.0                           ?                                928.0                            
10.0                             ?                                1021.0                           11028.0                          ?                                1172.0                           
11.0                             ?                                1286.0                           ?                                ?                                1386.0                           
12.0                             ?                                1510.0                           ?                                ?                                1536.0                           
13.0                             ?                                1704.0                           ?                                ?                                1666.0                           
14.0                             ?                                2125.0                           ?                                ?                                1896.0                           
15.0                             ?                                2612.0                           ?                                ?                                2139.0                           
16.0                             ?                                3082.0                           ?                                ?                                ?                                
17.0                             ?                                ?                                ?                                ?                                ?                                
18.0                             ?                                ?                                ?                                ?                                ?                                
19.0                             ?                                ?                                ?                                ?                                ?                                
20.0                             ?                                ?                                ?                                ?                                ?                                
21.0                             ?                                ?                                ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
