# imc2-opp
# Q-W=16-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              42.0                             1.0                              2.0                              42.0                             1.0                              
3.0                              16813.0                          5.0                              30.0                             16775.01                         39.0                             
4.0                              26237.0                          139.0                            1383.0                           26193.01                         137.0                            
5.0                              ?                                276.0                            3075.0                           ?                                252.0                            
6.0                              ?                                346.0                            4345.0                           ?                                346.01                           
7.0                              ?                                427.0                            5362.01                          ?                                427.0                            
8.0                              ?                                487.01                           6705.0                           ?                                490.0                            
9.0                              ?                                597.0                            8242.0                           ?                                605.0                            
10.0                             ?                                769.0                            9524.0                           ?                                723.0                            
11.0                             ?                                932.0                            ?                                ?                                883.0                            
12.0                             ?                                1099.0                           ?                                ?                                1031.0                           
13.0                             ?                                1272.0                           ?                                ?                                1206.0                           
14.0                             ?                                1415.0                           ?                                ?                                1353.0                           
15.0                             ?                                1551.0                           ?                                ?                                1486.0                           
16.0                             ?                                1837.01                          ?                                ?                                1709.0                           
17.0                             ?                                2624.0                           ?                                ?                                1958.0                           
18.0                             ?                                3895.0                           ?                                ?                                2176.0                           
19.0                             ?                                5248.0                           ?                                ?                                2384.0                           
20.0                             ?                                6469.0                           ?                                ?                                2576.0                           
21.0                             ?                                7614.0                           ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
