             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       1            3            2            2            1            
sj-12        1            1            1            1            1            
imc1         1            1            1            1            1            
imc2         1            1            2            1            1            
mawi-15      1            1            1            1            1            
