             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       2            5            2            2            2            
sj-12        0            0            0            0            0            
imc1         0            0            0            0            0            
imc2         1            0            2            0            1            
mawi-15      0            0            0            0            0            
