             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           9            30           30           30           
sj-12        8            2            2            2            8            
imc1         4            3            4            4            4            
imc2         4            2            3            2            3            
mawi-15      9            4            8            5            8            
