             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       950          842          922          1082         918          
sj-12        268          171          86           84           259          
imc1         264          230          271          275          264          
imc2         248          82           175          82           161          
mawi-15      422          379          380          316          379          
