             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           8            30           30           30           
sj-12        25           1            2            2            20           
imc1         1            1            1            1            1            
imc2         3            2            3            2            3            
mawi-15      4            2            4            4            4            
