# caida-chi15-opp
# Q-W=1-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              3.0                              2.0                              2.0                              2.0                              2.0                              
3.0                              4.0                              3.0                              3.0                              3.0                              3.0                              
4.0                              5.0                              3.0                              3.0                              3.0                              3.0                              
5.0                              7.0                              3.0                              3.0                              4.0                              4.0                              
6.0                              9.0                              4.0                              4.0                              4.0                              4.0                              
7.0                              17.0                             4.0                              4.0                              4.0                              4.0                              
8.0                              36.0                             5.0                              5.0                              5.0                              5.0                              
9.0                              143.0                            5.0                              5.0                              5.0                              5.0                              
10.0                             755.0                            6.0                              6.0                              6.0                              6.0                              
11.0                             ?                                6.0                              6.0                              7.0                              6.0                              
12.0                             ?                                7.0                              7.0                              7.0                              7.0                              
13.0                             ?                                8.0                              8.0                              8.0                              8.0                              
14.0                             ?                                9.0                              9.0                              9.0                              9.0                              
15.0                             ?                                10.0                             10.0                             10.0                             10.0                             
16.0                             ?                                12.0                             12.0                             12.0                             12.0                             
17.0                             ?                                14.0                             14.0                             14.0                             14.0                             
18.0                             ?                                15.0                             17.0                             17.0                             16.0                             
19.0                             ?                                18.0                             20.0                             19.0                             18.0                             
20.0                             ?                                20.0                             23.0                             23.0                             21.0                             
21.0                             ?                                24.0                             26.0                             26.0                             24.0                             
22.0                             ?                                28.0                             29.01                            30.0                             27.0                             
23.0                             ?                                32.0                             32.0                             37.0                             31.0                             
24.0                             ?                                39.0                             38.0                             47.0                             37.0                             
25.0                             ?                                45.0                             49.01                            68.0                             43.0                             
26.0                             ?                                51.0                             61.0                             113.0                            57.0                             
27.0                             ?                                76.0                             74.0                             144.01                           104.0                            
28.0                             ?                                95.0                             110.0                            196.01                           141.0                            
29.0                             ?                                136.0                            145.0                            230.0                            190.0                            
30.0                             ?                                189.0                            192.01                           381.0                            226.0                            
