             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       142          87           148          184          143          
sj-12        110          0            19           20           103          
imc1         169          29           117          59           130          
imc2         78           18           38           18           78           
mawi-15      132          19           109          39           118          
