             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       10           10           10           11           10           
sj-12        36           1            10           10           35           
imc1         29           10           20           13           22           
imc2         20           10           10           10           20           
mawi-15      31           10           29           15           31           
