             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           9            30           30           30           
sj-12        19           1            2            2            18           
imc1         18           3            13           6            15           
imc2         8            2            4            2            8            
mawi-15      17           2            13           4            14           
