             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       122          282          126          221          120          
sj-12        171          0            79           72           147          
imc1         0            0            0            0            0            
imc2         12           0            75           82           1            
mawi-15      11           60           14           24           11           
