             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       116          87           122          180          118          
sj-12        277          0            20           20           284          
imc1         209          29           187          59           209          
imc2         99           18           50           18           99           
mawi-15      292          19           216          39           225          
