# mawi15-opp-dim
# quelen-Q-W=10-8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              19.0                             9.0                              12.0                             18.0                             
3.0                              29.0                             16.0                             22.0                             29.0                             
4.0                              39.0                             25.0                             31.0                             39.0                             
5.0                              49.0                             33.45                            41.0                             49.0                             
6.0                              59.0                             42.0                             51.0                             59.0                             
7.0                              69.0                             52.0                             60.61                            69.0                             
8.0                              79.0                             61.0                             71.0                             79.0                             
9.0                              89.0                             71.0                             81.0                             89.0                             
10.0                             99.0                             81.0                             91.0                             99.0                             
11.0                             109.0                            90.0                             98.0                             109.0                            
12.0                             119.0                            100.0                            107.0                            119.0                            
13.0                             129.0                            110.0                            118.0                            129.0                            
14.0                             139.0                            120.0                            126.0                            139.0                            
15.0                             149.0                            131.0                            137.0                            149.0                            
16.0                             159.0                            141.0                            148.0                            159.0                            
17.0                             169.0                            147.0                            159.0                            169.0                            
18.0                             179.0                            157.2                            171.0                            179.0                            
19.0                             189.0                            163.0                            182.0                            189.0                            
20.0                             199.0                            174.0                            193.0                            199.0                            
21.0                             209.0                            186.0                            204.0                            209.0                            
22.0                             219.0                            194.0                            214.0                            219.0                            
23.0                             229.0                            206.0                            225.0                            229.0                            
24.0                             239.0                            220.0                            235.0                            239.0                            
25.0                             249.0                            233.0                            246.0                            249.0                            
26.0                             259.0                            246.0                            256.0                            259.0                            
27.0                             269.0                            258.0                            266.0                            269.0                            
28.0                             279.0                            268.0                            276.0                            279.0                            
29.0                             289.0                            279.0                            287.0                            289.0                            
30.0                             299.0                            290.0                            297.0                            299.0                            
