# mawi15-opp-dim
# quelen-Q-W=10-8-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              10.0                             7.0                              8.0                              10.0                             7.0                              
3.0                              10.0                             9.0                              10.0                             10.0                             9.0                              
4.0                              10.0                             10.0                             10.0                             10.0                             10.0                             
5.0                              10.0                             10.0                             10.0                             10.0                             10.0                             
6.0                              10.0                             10.0                             10.0                             10.0                             10.0                             
7.0                              10.0                             10.0                             10.0                             10.0                             10.0                             
8.0                              10.0                             10.0                             10.0                             10.0                             10.0                             
9.0                              10.0                             10.0                             10.0                             10.0                             10.0                             
10.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
11.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
12.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
13.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
14.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
15.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
16.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
17.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
18.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
19.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
20.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
21.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
22.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
23.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
24.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
25.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
26.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
27.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
28.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
29.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
30.0                             10.0                             10.0                             10.0                             10.0                             10.0                             
